Итерация	Выходные_значения (разделены пробелами)
2184	22.487859353527767 22.487859353527767
2185	14.803083362426374 14.803083362426374
2186	14.909696853249166 14.909696853249166
2187	21.77634209240769 21.77634209240769
2188	12.721164872309538 12.721164872309538
2189	15.908100641481587 15.908100641481587
2190	38.73632590646548 38.73632590646548
2191	21.152454138141003 21.152454138141003
2192	11.113369395916866 11.113369395916866
2193	50.14038649052047 50.14038649052047
2194	12.148540444092323 12.148540444092323
2195	8.274950569202046 8.274950569202046
2196	1.67917627676432 1.67917627676432
2197	5.527360729127338 5.527360729127338
2198	26.81475196871663 26.81475196871663
2199	11.518794378402458 11.518794378402458
2200	2.5201605812017513 2.5201605812017513
2201	47.11046201457408 47.11046201457408
2202	58.558646206738324 58.558646206738324
2203	25.05010315853613 25.05010315853613
2204	20.65931397917636 20.65931397917636
2205	7.510968854374374 7.510968854374374
2206	52.56282628863636 52.56282628863636
2207	29.524109206505543 29.524109206505543
2208	36.99892854481238 36.99892854481238
2209	27.54442519761574 27.54442519761574
2210	54.52785217723459 54.52785217723459
2211	15.56866531976402 15.56866531976402
2212	25.2748731511009 25.2748731511009
2213	16.501795610416032 16.501795610416032
2214	22.00866029526716 22.00866029526716
2215	48.89180209125551 48.89180209125551
2216	42.540345230724995 42.540345230724995
2217	23.21379037700898 23.21379037700898
2218	24.047483791328236 24.047483791328236
2219	32.11653963926937 32.11653963926937
2220	66.76967278260996 66.76967278260996
2221	22.761214802556363 22.761214802556363
2222	43.38230993160197 43.38230993160197
2223	24.698853998820898 24.698853998820898
2224	20.83214069349667 20.83214069349667
2225	50.82702655660486 50.82702655660486
2226	34.56644018015402 34.56644018015402
2227	25.9013361861521 25.9013361861521
2228	39.47277833845602 39.47277833845602
2229	38.262629809028894 38.262629809028894
2230	23.209671569845913 23.209671569845913
2231	23.25538106219868 23.25538106219868
2232	46.87621657821443 46.87621657821443
2233	24.139895594667024 24.139895594667024
2234	26.626020333485986 26.626020333485986
2235	14.619371822282973 14.619371822282973
2236	25.492131192017425 25.492131192017425
2237	19.679410662595817 19.679410662595817
2238	25.751538005103114 25.751538005103114
2239	27.09498747663276 27.09498747663276
2240	24.18260983652167 24.18260983652167
2241	20.13882253659832 20.13882253659832
2242	26.236220040895354 26.236220040895354
2243	18.24195147192475 18.24195147192475
2244	29.035992511308464 29.035992511308464
2245	25.537558883098335 25.537558883098335
2246	19.985249218284938 19.985249218284938
2247	23.758236036046426 23.758236036046426
2248	20.2452974892035 20.2452974892035
2249	25.675919719046018 25.675919719046018
2250	18.000722277778912 18.000722277778912
2251	16.736197660843995 16.736197660843995
2252	12.031759247561688 12.031759247561688
2253	19.435414221448834 19.435414221448834
2254	10.403065407198806 10.403065407198806
2255	12.457126258338516 12.457126258338516
2256	14.830317577184523 14.830317577184523
2257	18.60799917830659 18.60799917830659
2258	29.583228351265895 29.583228351265895
2259	17.057499435105864 17.057499435105864
2260	14.930635813058112 14.930635813058112
2261	13.769717106787265 13.769717106787265
2262	16.88417556937974 16.88417556937974
2263	15.343120387838102 15.343120387838102
2264	17.044149921855517 17.044149921855517
2265	22.155549566286947 22.155549566286947
2266	12.757848231255677 12.757848231255677
2267	9.107056894690837 9.107056894690837
2268	12.281232913735357 12.281232913735357
2269	9.587388712823891 9.587388712823891
2270	11.531725177530562 11.531725177530562
2271	11.80677935216535 11.80677935216535
2272	15.579882319274798 15.579882319274798
2273	6.037927497954429 6.037927497954429
2274	7.055931291319916 7.055931291319916
2275	3.875063711803029 3.875063711803029
2276	8.444214620292822 8.444214620292822
2277	2.9386897814021435 2.9386897814021435
2278	1.752976990737332 1.752976990737332
2279	3.8942979995507594 3.8942979995507594
2280	4.354750636443089 4.354750636443089
2281	6.005491261578769 6.005491261578769
2282	17.245391701683555 17.245391701683555
2283	16.782659481462918 16.782659481462918
2284	8.695469202784196 8.695469202784196
2285	4.486422322386227 4.486422322386227
2286	7.13597730127177 7.13597730127177
2287	3.4945415936514475 3.4945415936514475
2288	5.337215716474661 5.337215716474661
2289	5.522405676621946 5.522405676621946
2290	5.303879752801801 5.303879752801801
2291	8.242231074289764 8.242231074289764
2292	5.976773822205889 5.976773822205889
2293	8.679735054711402 8.679735054711402
2294	7.047299744031693 7.047299744031693
2295	17.734170004248746 17.734170004248746
2296	12.46851987185053 12.46851987185053
2297	10.117724355373896 10.117724355373896
2298	10.572187010019876 10.572187010019876
2299	10.27027855406653 10.27027855406653
2300	6.671932840226376 6.671932840226376
2301	7.040297824685727 7.040297824685727
2302	8.365205902663469 8.365205902663469
2303	5.902471369511881 5.902471369511881
2304	9.763087181404863 9.763087181404863
2305	12.180323505883402 12.180323505883402
2306	9.921684494271586 9.921684494271586
2307	18.267189598832125 18.267189598832125
2308	11.524677670351782 11.524677670351782
2309	29.280741028427688 29.280741028427688
2310	3.643146601259767 3.643146601259767
2311	2.665957044504894 2.665957044504894
2312	14.370355619960252 14.370355619960252
2313	5.544354286302141 5.544354286302141
2314	14.27086829906221 14.27086829906221
2315	5.294451918948246 5.294451918948246
2316	4.224968815822163 4.224968815822163
2317	3.8165102752960163 3.8165102752960163
2318	2.5702286857709797 2.5702286857709797
2319	3.6802494004911224 3.6802494004911224
2320	4.362917294596243 4.362917294596243
2321	3.9774442865629385 3.9774442865629385
2322	10.652101787205991 10.652101787205991
2323	2.890780471022393 2.890780471022393
2324	6.899584517448463 6.899584517448463
2325	3.648228655502419 3.648228655502419
2326	3.0493510010067686 3.0493510010067686
2327	3.7158250186434554 3.7158250186434554
2328	5.364049387669005 5.364049387669005
2329	1.01882912353061 1.01882912353061
2330	1.3195305440035234 1.3195305440035234
2331	7.718067667657782 7.718067667657782
2332	1.9000308499306386 1.9000308499306386
2333	6.663664676580975 6.663664676580975
2334	5.17993038268948 5.17993038268948
2335	10.811306739704087 10.811306739704087
2336	17.790245097828677 17.790245097828677
2337	11.874340689542294 11.874340689542294
2338	1.484476574843788 1.484476574843788
2339	2.129569311581011 2.129569311581011
2340	1.053281174039233 1.053281174039233
2341	0.25537096732889863 0.25537096732889863
2342	2.3086751140634965 2.3086751140634965
2343	1.462163764431699 1.462163764431699
2344	5.40509151382638 5.40509151382638
2345	2.098532487485844 2.098532487485844
2346	2.862649310374164 2.862649310374164
2347	1.7252797416098553 1.7252797416098553
2348	8.41708700391008 8.41708700391008
2349	6.25759444719903 6.25759444719903
2350	2.9294570116874548 2.9294570116874548
2351	8.11470303253572 8.11470303253572
2352	0.8229731377790513 0.8229731377790513
2353	1.5677698640315705 1.5677698640315705
2354	2.275439066714698 2.275439066714698
2355	1.212296766390627 1.212296766390627
2356	0.722573092903211 0.722573092903211
2357	2.2082550265692635 2.2082550265692635
2358	0.3696533769862156 0.3696533769862156
2359	1.5069288383680828 1.5069288383680828
2360	2.1153600312281124 2.1153600312281124
2361	3.6357039186897975 3.6357039186897975
2362	5.106282297012856 5.106282297012856
2363	7.765717115032899 7.765717115032899
2364	8.490101837921967 8.490101837921967
2365	12.728379735314983 12.728379735314983
2366	2.8044058341498106 2.8044058341498106
2367	2.810922802156968 2.810922802156968
2368	3.5951213246683293 3.5951213246683293
2369	6.36481548461322 6.36481548461322
2370	9.856282396015335 9.856282396015335
2371	5.599884662146603 5.599884662146603
2372	3.7794634619951433 3.7794634619951433
2373	3.2903872211890826 3.2903872211890826
2374	7.257867386414588 7.257867386414588
2375	3.7147143930708983 3.7147143930708983
2376	4.0656517798666965 4.0656517798666965
2377	5.9326672018297915 5.9326672018297915
2378	11.218598334840316 11.218598334840316
2379	4.344618629724496 4.344618629724496
2380	6.896244794921829 6.896244794921829
2381	4.94538462686924 4.94538462686924
2382	3.0573210097560475 3.0573210097560475
2383	3.9202610491219327 3.9202610491219327
2384	7.125904019410597 7.125904019410597
2385	5.012219124684615 5.012219124684615
2386	5.581805472455072 5.581805472455072
2387	3.0602958321983516 3.0602958321983516
2388	3.4713595689965673 3.4713595689965673
2389	15.578431193957114 15.578431193957114
2390	9.510924414705935 9.510924414705935
2391	7.9920818576176735 7.9920818576176735
2392	3.4130058671812695 3.4130058671812695
2393	2.089958991995548 2.089958991995548
2394	8.087904046910737 8.087904046910737
2395	0.39864452556298724 0.39864452556298724
2396	1.4743124184554297 1.4743124184554297
2397	1.9846984823673097 1.9846984823673097
2398	3.4287411328799013 3.4287411328799013
2399	2.917434579430147 2.917434579430147
2400	7.203600180386931 7.203600180386931
2401	2.1723688220311073 2.1723688220311073
2402	4.567373601925196 4.567373601925196
2403	2.6797666863725738 2.6797666863725738
2404	6.581040541767886 6.581040541767886
2405	1.7002008313541834 1.7002008313541834
2406	3.5303096111590406 3.5303096111590406
2407	3.6627081721873145 3.6627081721873145
2408	1.7768195474522483 1.7768195474522483
2409	6.639520179815438 6.639520179815438
2410	2.8148241357490473 2.8148241357490473
2411	2.3479674216067092 2.3479674216067092
2412	1.9519569076135985 1.9519569076135985
2413	2.2767940376665634 2.2767940376665634
2414	3.2831028676180143 3.2831028676180143
2415	1.6490131937386825 1.6490131937386825
2416	2.6063762512407265 2.6063762512407265
2417	2.4619347176772206 2.4619347176772206
2418	1.599222099524293 1.599222099524293
2419	7.335702803436562 7.335702803436562
2420	2.817721897752156 2.817721897752156
2421	1.450116379885153 1.450116379885153
2422	2.842351368272637 2.842351368272637
2423	1.9209203272401065 1.9209203272401065
2424	3.2063162907574023 3.2063162907574023
2425	1.0107439647631482 1.0107439647631482
2426	1.497296793004928 1.497296793004928
2427	2.692933935374415 2.692933935374415
2428	2.337360713946795 2.337360713946795
2429	7.143972012834363 7.143972012834363
2430	2.6665184623675873 2.6665184623675873
2431	2.299763800849451 2.299763800849451
2432	4.899554930095352 4.899554930095352
2433	1.8595617433440714 1.8595617433440714
2434	2.0667880747645455 2.0667880747645455
2435	1.7194405395949128 1.7194405395949128
2436	2.2579535301082094 2.2579535301082094
2437	4.579006469276269 4.579006469276269
2438	1.1983146968842462 1.1983146968842462
2439	4.379058702269359 4.379058702269359
2440	1.5347666128290904 1.5347666128290904
2441	2.824854898908333 2.824854898908333
2442	1.7492288777676117 1.7492288777676117
2443	2.3277375587994253 2.3277375587994253
2444	5.4768708492811635 5.4768708492811635
2445	1.845586828897923 1.845586828897923
2446	1.6440682223735863 1.6440682223735863
2447	0.44656536133571256 0.44656536133571256
2448	2.7076931975911536 2.7076931975911536
2449	0.12292290885043813 0.12292290885043813
2450	0.31049320484738624 0.31049320484738624
2451	0.8110123349484458 0.8110123349484458
2452	0.22364580926678906 0.22364580926678906
2453	0.4785008865504064 0.4785008865504064
2454	0.6348964268301349 0.6348964268301349
2455	0.37453523290704344 0.37453523290704344
2456	0.7529295702541364 0.7529295702541364
2457	2.177338629768399 2.177338629768399
2458	0.7393155805441303 0.7393155805441303
2459	0.13880139632010913 0.13880139632010913
2460	1.0898636872905205 1.0898636872905205
2461	0.895482174204504 0.895482174204504
2462	1.186366007011849 1.186366007011849
2463	0.22524340846268626 0.22524340846268626
2464	1.9465033578588848 1.9465033578588848
2465	1.1243599419297452 1.1243599419297452
2466	1.9444148178935152 1.9444148178935152
2467	0.8210699824912747 0.8210699824912747
2468	0.08675751559640535 0.08675751559640535
2469	1.3685531495076484 1.3685531495076484
2470	0.04889436069336685 0.04889436069336685
2471	0.0425442163981463 0.0425442163981463
2472	1.4286824079021363 1.4286824079021363
2473	0.09993695572515646 0.09993695572515646
2474	1.3536756247022883 1.3536756247022883
2475	0.07707763812097128 0.07707763812097128
2476	0.1856507922690142 0.1856507922690142
2477	0.5454913334752003 0.5454913334752003
2478	1.2911219230978705 1.2911219230978705
2479	2.3932081797303235 2.3932081797303235
2480	3.483652635236509 3.483652635236509
2481	1.4723416517568908 1.4723416517568908
2482	0.14079557710779786 0.14079557710779786
2483	0.1672512075310082 0.1672512075310082
2484	2.3530481610818064 2.3530481610818064
2485	1.5060721388016631 1.5060721388016631
2486	1.1836409643637649 1.1836409643637649
2487	1.7264242516769137 1.7264242516769137
2488	0.5116874074730766 0.5116874074730766
2489	0.5488492539995264 0.5488492539995264
2490	0.1297123323591411 0.1297123323591411
2491	0.0915625326580343 0.0915625326580343
2492	1.9174335669645783 1.9174335669645783
2493	1.2143832819034608 1.2143832819034608
2494	0.21257306110929117 0.21257306110929117
2495	0.18897366588595077 0.18897366588595077
2496	0.2744818466510045 0.2744818466510045
2497	0.20425752249720203 0.20425752249720203
2498	1.0648178855792327 1.0648178855792327
2499	0.26797958956893514 0.26797958956893514
2500	0.1696998215666083 0.1696998215666083
2501	0.44259372888312876 0.44259372888312876
2502	0.6831909547215612 0.6831909547215612
2503	0.945389383245103 0.945389383245103
2504	0.9455096609946833 0.9455096609946833
2505	1.4267676326258372 1.4267676326258372
2506	4.267445165054442 4.267445165054442
2507	2.396480721717311 2.396480721717311
2508	3.2653116270738245 3.2653116270738245
2509	2.0775327444755365 2.0775327444755365
2510	2.5922431345434758 2.5922431345434758
2511	2.274756418110716 2.274756418110716
2512	1.9283106079484855 1.9283106079484855
2513	2.8974651708167274 2.8974651708167274
2514	1.8099150386170373 1.8099150386170373
2515	2.016035330328867 2.016035330328867
2516	2.053410678925804 2.053410678925804
2517	0.7427074616246443 0.7427074616246443
2518	0.8701411436629801 0.8701411436629801
2519	1.193709580607509 1.193709580607509
2520	0.5982684322153418 0.5982684322153418
2521	0.4797253124497368 0.4797253124497368
2522	1.5337841347949168 1.5337841347949168
2523	1.7537049835345422 1.7537049835345422
2524	1.0659409367114112 1.0659409367114112
2525	0.7940847301405018 0.7940847301405018
2526	0.4297258817270678 0.4297258817270678
2527	0.41038526671186554 0.41038526671186554
2528	1.8026689148921184 1.8026689148921184
2529	0.7565248684271658 0.7565248684271658
2530	0.24844136109053708 0.24844136109053708
2531	2.51013502206339 2.51013502206339
2532	1.7068767984098678 1.7068767984098678
2533	0.16368515399661096 0.16368515399661096
2534	0.14785116872027765 0.14785116872027765
2535	0.23581516596764457 0.23581516596764457
2536	0.14825697282708677 0.14825697282708677
2537	1.1398436686698132 1.1398436686698132
2538	0.1190892430257157 0.1190892430257157
2539	1.1386498490696288 1.1386498490696288
2540	1.0725100039370126 1.0725100039370126
2541	0.17180789117806627 0.17180789117806627
2542	0.19480557245184732 0.19480557245184732
2543	0.06956827319465211 0.06956827319465211
2544	0.053596223346112706 0.053596223346112706
2545	0.06277349932727232 0.06277349932727232
2546	0.010493119346093132 0.010493119346093132
2547	0.08328213812212756 0.08328213812212756
2548	0.22216972521979877 0.22216972521979877
2549	1.2130937735278282 1.2130937735278282
2550	0.08056725145723297 0.08056725145723297
2551	0.1270778174276409 0.1270778174276409
2552	0.29211093053985354 0.29211093053985354
2553	2.058464171053682 2.058464171053682
2554	1.1622769502272692 1.1622769502272692
2555	0.17655390570653037 0.17655390570653037
2556	1.1406050471800386 1.1406050471800386
2557	0.17534763748572685 0.17534763748572685
2558	0.15378673658417297 0.15378673658417297
2559	1.123298068734327 1.123298068734327
2560	0.17638871927842062 0.17638871927842062
2561	0.29423759068544547 0.29423759068544547
2562	1.3212127908811915 1.3212127908811915
2563	1.165892266934659 1.165892266934659
2564	0.2586957367664192 0.2586957367664192
2565	0.25952331629126196 0.25952331629126196
2566	0.20592358475938938 0.20592358475938938
2567	0.4685493042542399 0.4685493042542399
2568	0.2716928666539211 0.2716928666539211
2569	0.7716365378664958 0.7716365378664958
2570	0.6451869007097953 0.6451869007097953
2571	0.4460416029292281 0.4460416029292281
2572	0.5742216879573384 0.5742216879573384
2573	0.41741367514407296 0.41741367514407296
2574	0.19109723691440872 0.19109723691440872
2575	0.06160402903431878 0.06160402903431878
2576	0.26240275747999436 0.26240275747999436
2577	0.6280221171240123 0.6280221171240123
2578	1.4326438009100178 1.4326438009100178
2579	0.09675737059707112 0.09675737059707112
2580	0.41185971986786807 0.41185971986786807
2581	1.298335420541879 1.298335420541879
2582	1.353823966715123 1.353823966715123
2583	0.22530445255693357 0.22530445255693357
2584	0.4895542730627085 0.4895542730627085
2585	1.5769108118787047 1.5769108118787047
2586	0.2965663932491512 0.2965663932491512
2587	1.0969330116992908 1.0969330116992908
2588	1.187807473955856 1.187807473955856
2589	0.172428028934215 0.172428028934215
2590	0.33600091718753944 0.33600091718753944
2591	0.058782390717996916 0.058782390717996916
2592	0.10572466347931483 0.10572466347931483
2593	0.02138652245464289 0.02138652245464289
2594	0.03528732757449055 0.03528732757449055
2595	0.02763867212021138 0.02763867212021138
2596	2.082979486488039 2.082979486488039
2597	0.09401193140681116 0.09401193140681116
2598	0.024461843526529258 0.024461843526529258
2599	0.11735416305680232 0.11735416305680232
2600	0.034488412991030545 0.034488412991030545
2601	0.07640873075922966 0.07640873075922966
2602	0.289169588227138 0.289169588227138
2603	0.028438185777805092 0.028438185777805092
2604	0.24130439378094926 0.24130439378094926
2605	1.2695303822977215 1.2695303822977215
2606	0.017493165931351497 0.017493165931351497
2607	1.0843234226812473 1.0843234226812473
2608	0.05242346717761524 0.05242346717761524
2609	0.08719619408146903 0.08719619408146903
2610	0.09863585585089672 0.09863585585089672
2611	0.27745109979745025 0.27745109979745025
2612	0.08468315671130486 0.08468315671130486
2613	0.4907802479932674 0.4907802479932674
2614	1.116989475615525 1.116989475615525
2615	0.14602454843973917 0.14602454843973917
2616	0.13641565222096036 0.13641565222096036
2617	0.6290657320270021 0.6290657320270021
2618	0.15208140783806842 0.15208140783806842
2619	1.318886624746491 1.318886624746491
2620	1.0386373123700923 1.0386373123700923
2621	1.0949868449943572 1.0949868449943572
2622	0.13307087632941814 0.13307087632941814
2623	0.29742023300861375 0.29742023300861375
2624	0.08562104563664054 0.08562104563664054
2625	0.12952371846137023 0.12952371846137023
2626	0.06919389535714315 0.06919389535714315
2627	0.10670138626357437 0.10670138626357437
2628	0.06593179004986051 0.06593179004986051
2629	0.12389284772846663 0.12389284772846663
2630	0.2742584021189039 0.2742584021189039
2631	0.10050312199535633 0.10050312199535633
2632	0.045667121287016554 0.045667121287016554
2633	0.16643901810242306 0.16643901810242306
2634	0.033060922580656835 0.033060922580656835
2635	0.07506364665010765 0.07506364665010765
2636	0.03418011423505368 0.03418011423505368
2637	1.0744048930892447 1.0744048930892447
2638	0.2010410979418621 0.2010410979418621
2639	2.030671990869161 2.030671990869161
2640	0.04355587815398672 0.04355587815398672
2641	0.01892772752261209 0.01892772752261209
2642	0.006819000463011358 0.006819000463011358
2643	0.14500567640024603 0.14500567640024603
2644	1.0196833412779966 1.0196833412779966
2645	0.053257327430295466 0.053257327430295466
2646	0.17929753473854315 0.17929753473854315
2647	0.12835084777483521 0.12835084777483521
2648	0.09037802583212774 0.09037802583212774
2649	0.20847492404955478 0.20847492404955478
2650	0.17698422818222126 0.17698422818222126
2651	0.4152082478318799 0.4152082478318799
2652	0.28112873044877856 0.28112873044877856
2653	0.31034962874840244 0.31034962874840244
2654	0.38308550447695006 0.38308550447695006
2655	1.3402297937142245 1.3402297937142245
2656	0.5053664499167116 0.5053664499167116
2657	0.4428809794336751 0.4428809794336751
2658	0.6263929739209155 0.6263929739209155
2659	0.47012632152319433 0.47012632152319433
2660	1.5721147352287081 1.5721147352287081
2661	0.3254038998398995 0.3254038998398995
2662	0.8484870236647148 0.8484870236647148
2663	1.7482981907543715 1.7482981907543715
2664	0.22068739833110418 0.22068739833110418
2665	1.2955990358047595 1.2955990358047595
2666	1.2039027430305036 1.2039027430305036
2667	1.1450315898509456 1.1450315898509456
2668	2.159733849006754 2.159733849006754
2669	0.4444977511155387 0.4444977511155387
2670	0.1932660544499309 0.1932660544499309
2671	0.3031416745800272 0.3031416745800272
2672	1.1510217863286578 1.1510217863286578
2673	0.37055900090226795 0.37055900090226795
2674	1.436966170404883 1.436966170404883
2675	0.3538709004440026 0.3538709004440026
2676	1.3263630813474858 1.3263630813474858
2677	1.2662111376472998 1.2662111376472998
2678	0.3440125610855455 0.3440125610855455
2679	0.486436794475109 0.486436794475109
2680	1.2069563595875186 1.2069563595875186
2681	0.31874762799980866 0.31874762799980866
2682	0.35933447117499995 0.35933447117499995
2683	1.320143349892427 1.320143349892427
2684	1.356631152395444 1.356631152395444
2685	1.2855640428670343 1.2855640428670343
2686	0.30132175817707246 0.30132175817707246
2687	0.3257080720374499 0.3257080720374499
2688	0.3068755760650793 0.3068755760650793
2689	1.3467947616475542 1.3467947616475542
2690	0.3248566075040318 0.3248566075040318
2691	0.29275599576893124 0.29275599576893124
2692	0.22718105665552166 0.22718105665552166
2693	0.19016028526814854 0.19016028526814854
2694	1.169778232987594 1.169778232987594
2695	1.17207002536008 1.17207002536008
2696	1.2259754515329764 1.2259754515329764
2697	0.16482712104086988 0.16482712104086988
2698	0.13494415981961072 0.13494415981961072
2699	0.1792479301973664 0.1792479301973664
2700	0.15526709719287207 0.15526709719287207
2701	0.16118879811343778 0.16118879811343778
2702	0.15820849120170027 0.15820849120170027
2703	0.13768469654680732 0.13768469654680732
2704	0.1781974632596649 0.1781974632596649
2705	0.17145840889718242 0.17145840889718242
2706	0.13173578333898286 0.13173578333898286
2707	1.1747467206296307 1.1747467206296307
2708	1.107143384116132 1.107143384116132
2709	0.17192345764102399 0.17192345764102399
2710	0.26109014160241206 0.26109014160241206
2711	0.20008069981445253 0.20008069981445253
2712	0.2404034268629446 0.2404034268629446
2713	0.17871587096293698 0.17871587096293698
2714	2.151564806652487 2.151564806652487
2715	1.1725357859979115 1.1725357859979115
2716	0.22966029156860335 0.22966029156860335
2717	0.19864101340475165 0.19864101340475165
2718	0.23901258697074346 0.23901258697074346
2719	0.3113729998539547 0.3113729998539547
2720	0.26228706818068714 0.26228706818068714
2721	0.2636556565691571 0.2636556565691571
2722	0.2768447449715558 0.2768447449715558
2723	1.393215566252521 1.393215566252521
2724	0.2570625178611777 0.2570625178611777
2725	0.24843000220920514 0.24843000220920514
2726	0.23383623021169883 0.23383623021169883
2727	0.1935514607325901 0.1935514607325901
2728	0.14546017560088778 0.14546017560088778
2729	0.18521504025956634 0.18521504025956634
2730	1.1637770555335532 1.1637770555335532
2731	0.12510335052854663 0.12510335052854663
2732	1.1242732160340863 1.1242732160340863
2733	0.1296104869775414 0.1296104869775414
2734	1.1891349316391735 1.1891349316391735
2735	1.1127315402064784 1.1127315402064784
2736	0.1492184884348325 0.1492184884348325
2737	0.13310231448174042 0.13310231448174042
2738	0.17009570294251594 0.17009570294251594
2739	0.15595304820192 0.15595304820192
2740	1.1246973524559187 1.1246973524559187
2741	1.1667545244878803 1.1667545244878803
2742	0.15763474848713946 0.15763474848713946
2743	1.223015844283848 1.223015844283848
2744	1.1563519761332541 1.1563519761332541
2745	0.1917477612384218 0.1917477612384218
2746	1.1271409362516147 1.1271409362516147
2747	0.15193004513288538 0.15193004513288538
2748	0.14691349573777832 0.14691349573777832
2749	0.16974606213227228 0.16974606213227228
2750	0.15351108889675474 0.15351108889675474
2751	0.22448083757369788 0.22448083757369788
2752	0.1311483169829723 0.1311483169829723
2753	1.1050178635281018 1.1050178635281018
2754	0.11549167845453742 0.11549167845453742
2755	0.12392558406460405 0.12392558406460405
2756	0.19024089461521776 0.19024089461521776
2757	0.1686436825154558 0.1686436825154558
2758	0.07910202318088887 0.07910202318088887
2759	1.140883447446953 1.140883447446953
2760	0.0905237837000852 0.0905237837000852
2761	0.0980079151451058 0.0980079151451058
2762	0.12262779433233512 0.12262779433233512
2763	1.1007101179061427 1.1007101179061427
2764	0.0737716836294563 0.0737716836294563
2765	0.09178527064571053 0.09178527064571053
2766	0.07721314953410473 0.07721314953410473
2767	0.07117951984040098 0.07117951984040098
2768	2.0745986552915383 2.0745986552915383
2769	1.070666304435263 1.070666304435263
2770	0.06942457952494288 0.06942457952494288
2771	0.06222497004568267 0.06222497004568267
2772	0.06919314833649695 0.06919314833649695
2773	0.13187810903477926 0.13187810903477926
2774	0.07855275179308904 0.07855275179308904
2775	0.14069330973928745 0.14069330973928745
2776	0.10799482905923781 0.10799482905923781
2777	0.08409061881015562 0.08409061881015562
2778	0.04666612748780945 0.04666612748780945
2779	0.12899763896289765 0.12899763896289765
2780	0.08440879041580528 0.08440879041580528
2781	0.06912207168119211 0.06912207168119211
2782	0.044881217117704784 0.044881217117704784
2783	0.09927549420445683 0.09927549420445683
2784	0.1453849218925067 0.1453849218925067
2785	1.0771573529733707 1.0771573529733707
2786	0.05748590208070621 0.05748590208070621
2787	0.0702484365078267 0.0702484365078267
2788	0.07521771401138898 0.07521771401138898
2789	0.13438396544783043 0.13438396544783043
2790	1.1224959054060886 1.1224959054060886
2791	0.06655795316790679 0.06655795316790679
2792	0.12020242480210526 0.12020242480210526
2793	0.04773415494227663 0.04773415494227663
2794	1.0612211867795487 1.0612211867795487
2795	1.0313019317822452 1.0313019317822452
2796	1.0530459230282367 1.0530459230282367
2797	1.1320685877599272 1.1320685877599272
2798	0.04973950358967773 0.04973950358967773
2799	1.0903439043647192 1.0903439043647192
2800	0.026677615780983398 0.026677615780983398
2801	0.028714787223288483 0.028714787223288483
2802	0.06816254531428656 0.06816254531428656
2803	0.021102128539827642 0.021102128539827642
2804	1.0663319722803197 1.0663319722803197
2805	0.03487943310335752 0.03487943310335752
2806	1.0616862024816962 1.0616862024816962
2807	0.01263450638457599 0.01263450638457599
2808	1.0042001940245893 1.0042001940245893
2809	0.01767162178158916 0.01767162178158916
2810	0.044024779220580595 0.044024779220580595
2811	0.07558348629694564 0.07558348629694564
2812	0.03073911618524513 0.03073911618524513
2813	0.03831329052977629 0.03831329052977629
2814	0.05303051481895279 0.05303051481895279
2815	1.0594764321895174 1.0594764321895174
2816	1.0770126991227438 1.0770126991227438
2817	0.06649553583391356 0.06649553583391356
2818	2.0774747060101784 2.0774747060101784
2819	0.039058415132558116 0.039058415132558116
2820	1.0372483213289996 1.0372483213289996
2821	0.05007049463059586 0.05007049463059586
2822	0.08500803934081712 0.08500803934081712
2823	0.05341589865720318 0.05341589865720318
2824	0.05052466508473069 0.05052466508473069
2825	2.0664607175401914 2.0664607175401914
2826	0.03657356769562999 0.03657356769562999
2827	0.03180241840871075 0.03180241840871075
2828	0.05764944419961866 0.05764944419961866
2829	1.0177485736897678 1.0177485736897678
2830	0.039226593859591735 0.039226593859591735
2831	0.06553593151770358 0.06553593151770358
2832	1.067364042448523 1.067364042448523
2833	0.09619227546634541 0.09619227546634541
2834	0.07870526548163281 0.07870526548163281
2835	1.0612782402790493 1.0612782402790493
2836	0.06095498654391981 0.06095498654391981
2837	1.0866966375523481 1.0866966375523481
2838	1.058399882086941 1.058399882086941
2839	0.05583029259828658 0.05583029259828658
2840	0.06295845166624107 0.06295845166624107
2841	1.083496833344718 1.083496833344718
2842	0.0520846672984861 0.0520846672984861
2843	0.03813135735820589 0.03813135735820589
2844	1.0705725547227951 1.0705725547227951
2845	1.0179255797285767 1.0179255797285767
2846	0.03276185368559141 0.03276185368559141
2847	0.04210026689017626 0.04210026689017626
2848	1.037234351950811 1.037234351950811
2849	0.04938655402553104 0.04938655402553104
2850	0.05109920074297065 0.05109920074297065
2851	1.0539078520126468 1.0539078520126468
2852	0.043452787741236766 0.043452787741236766
2853	0.04931822436897605 0.04931822436897605
2854	0.049621817839409305 0.049621817839409305
2855	0.03581560963521338 0.03581560963521338
2856	2.043112607857968 2.043112607857968
2857	0.04429494497139011 0.04429494497139011
2858	0.05461412208812239 0.05461412208812239
2859	0.0413347971844861 0.0413347971844861
2860	1.0516192958073216 1.0516192958073216
2861	0.03931586678301734 0.03931586678301734
2862	0.05316000721462566 0.05316000721462566
2863	1.041944703730224 1.041944703730224
2864	0.027034596493608426 0.027034596493608426
2865	1.036024014187991 1.036024014187991
2866	0.02745149907793493 0.02745149907793493
2867	0.0332570704549358 0.0332570704549358
2868	0.03850989495191712 0.03850989495191712
2869	1.0355589197205433 1.0355589197205433
2870	0.01984493257644429 0.01984493257644429
2871	1.023144309198214 1.023144309198214
